customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Score_No,Score_Yes
4622-YNKIJ,Male,0,No,No,33,Fiberoptic,Yes,No,No,Yes,Yes,No,Twoyear,Yes,88.95,3027.65,No,0.930451127819549,6.95488721804511e-02
6734-PSBAW,Male,0,Yes,No,72,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,23.55,1723.95,No,0.930451127819549,6.95488721804511e-02
2876-GZYZC,Female,0,No,No,13,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,85.95,1215.65,No,0.31437125748503,0.68562874251497
3091-FYHKI,Male,0,No,No,1,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,35.45,35.45,Yes,0.324675324675325,0.675324675324675
7799-LGRDP,Female,0,No,No,43,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,25.7,1188.2,No,0.930451127819549,6.95488721804511e-02
3774-VBNXY,Female,0,Yes,Yes,64,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,20.2,1277.75,No,0.930451127819549,6.95488721804511e-02
0390-DCFDQ,Female,1,Yes,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,70.45,70.45,Yes,0.31437125748503,0.68562874251497
3466-BYAVD,Male,0,Yes,Yes,15,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,69.5,1071.4,No,0.778723404255319,0.221276595744681
1679-JRFBR,Female,0,Yes,Yes,70,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Oneyear,Yes,108.15,7930.55,No,0.930451127819549,6.95488721804511e-02
9073-ZZIAY,Male,0,Yes,Yes,62,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,86.1,5215.25,No,0.930451127819549,6.95488721804511e-02
7554-NEWDD,Male,0,No,No,10,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,25.7,251.6,No,0.930451127819549,6.95488721804511e-02
3376-BMGFE,Female,0,No,No,4,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,70.9,273,Yes,0.31437125748503,0.68562874251497
7654-YWJUF,Male,0,Yes,No,43,Fiberoptic,Yes,No,Yes,Yes,No,No,Oneyear,Yes,84.25,3539.25,No,0.930451127819549,6.95488721804511e-02
1875-QIVME,Female,0,Yes,No,2,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,104.4,242.8,Yes,0.31437125748503,0.68562874251497
4827-USJHP,Male,0,No,No,20,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,51.8,1023.85,No,0.778723404255319,0.221276595744681
2146-EGVDT,Male,0,Yes,Yes,59,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.3,1192.7,No,0.930451127819549,6.95488721804511e-02
9178-JHUVJ,Male,0,Yes,Yes,24,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,24.1,587.4,No,0.930451127819549,6.95488721804511e-02
6168-YBYNP,Male,0,No,No,59,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,111.35,6519.75,No,0.575596816976127,0.424403183023873
3645-DEYGF,Male,0,No,Yes,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,20.75,20.75,No,0.608695652173913,0.391304347826087
8544-GOQSH,Female,0,No,No,14,Fiberoptic,No,Yes,No,Yes,No,No,Month-to-month,Yes,80.05,1112.3,No,0.575596816976127,0.424403183023873
1347-KTTTA,Male,0,Yes,No,64,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,102.45,6654.1,No,0.930451127819549,6.95488721804511e-02
7841-TZDMQ,Male,0,No,No,2,DSL,No,No,No,No,No,No,Month-to-month,Yes,46,84.5,Yes,0.778723404255319,0.221276595744681
4195-NZGTA,Female,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,25.25,25.25,No,0.324675324675325,0.675324675324675
0699-NDKJM,Female,0,Yes,No,57,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,58.75,3437.45,No,0.778723404255319,0.221276595744681
9286-BHDQG,Male,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,No,No,Twoyear,No,45.25,3139.8,No,0.930451127819549,6.95488721804511e-02
0230-WEQUW,Male,0,Yes,No,66,DSL,Yes,Yes,Yes,Yes,Yes,No,Twoyear,Yes,56.6,3789.2,No,0.930451127819549,6.95488721804511e-02
6496-JDSSB,Female,0,No,No,8,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,80,624.6,No,0.31437125748503,0.68562874251497
6469-MRVET,Male,0,Yes,Yes,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,20.2,20.2,No,0.930451127819549,6.95488721804511e-02
5961-VUSRV,Female,0,No,No,12,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,19.35,219.35,No,0.930451127819549,6.95488721804511e-02
6778-JFCMK,Male,0,No,No,24,DSL,Yes,No,No,No,Yes,Yes,Oneyear,Yes,50.6,1288.75,No,0.930451127819549,6.95488721804511e-02
6341-JVQGF,Female,0,Yes,Yes,31,DSL,Yes,No,Yes,Yes,Yes,Yes,Oneyear,Yes,81.15,2545.75,No,0.930451127819549,6.95488721804511e-02
4811-JBUVU,Male,0,No,No,30,Fiberoptic,No,No,No,Yes,No,Yes,Month-to-month,Yes,89.9,2723.15,No,0.575596816976127,0.424403183023873
0945-TSONX,Female,0,Yes,Yes,47,DSL,Yes,Yes,No,Yes,Yes,Yes,Twoyear,Yes,85.3,4107.25,No,0.930451127819549,6.95488721804511e-02
9903-LYSAB,Male,0,Yes,No,18,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,73.15,1305.95,No,0.575596816976127,0.424403183023873
0094-OIFMO,Female,1,No,No,11,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,95,1120.3,Yes,0.31437125748503,0.68562874251497
7576-ASEJU,Female,0,Yes,Yes,41,DSL,Yes,No,No,Yes,Yes,Yes,Oneyear,Yes,74.7,3187.65,No,0.930451127819549,6.95488721804511e-02
9058-HRZSV,Female,1,Yes,No,65,Fiberoptic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,94.4,6126.15,No,0.575596816976127,0.424403183023873
0221-WMXNQ,Male,1,No,No,4,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,No,75.35,273.4,No,0.31437125748503,0.68562874251497
4075-JFPGR,Female,0,Yes,No,51,Fiberoptic,Yes,Yes,Yes,No,Yes,No,Oneyear,Yes,93.5,4619.55,No,0.930451127819549,6.95488721804511e-02
9514-JDSKI,Male,1,Yes,No,1,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,40.2,40.2,Yes,0.324675324675325,0.675324675324675
4959-JOSRX,Female,0,Yes,No,2,DSL,No,No,No,No,No,No,Month-to-month,Yes,44.6,80.55,Yes,0.778723404255319,0.221276595744681
7273-TEFQD,Male,1,No,No,3,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,41.15,132.2,Yes,0.778723404255319,0.221276595744681
3606-TWKGI,Male,1,No,No,13,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,106.9,1364.3,Yes,0.31437125748503,0.68562874251497
7529-ZDFXI,Male,1,Yes,No,57,Fiberoptic,No,Yes,No,No,No,Yes,Month-to-month,Yes,89.85,4925.35,No,0.575596816976127,0.424403183023873
7605-BDWDC,Female,0,No,No,31,DSL,Yes,Yes,No,Yes,No,Yes,Twoyear,Yes,49.85,1520.1,No,0.930451127819549,6.95488721804511e-02
6292-TOSSS,Male,0,No,No,50,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.9,1195.25,No,0.930451127819549,6.95488721804511e-02
4385-GZQXV,Female,1,No,No,16,Fiberoptic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,94.45,1511.2,Yes,0.575596816976127,0.424403183023873
6366-ZGQGL,Male,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,24.8,24.8,Yes,0.324675324675325,0.675324675324675
4716-HHKQH,Male,1,Yes,No,20,Fiberoptic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,107.05,2172.05,No,0.575596816976127,0.424403183023873
6432-TWQLB,Male,0,Yes,No,5,Fiberoptic,No,Yes,No,Yes,No,No,Month-to-month,Yes,85.4,401.1,Yes,0.31437125748503,0.68562874251497
4484-GLZOU,Female,0,Yes,No,52,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.05,5624.85,Yes,0.575596816976127,0.424403183023873
3179-GBRWV,Male,1,Yes,No,21,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,64.95,1339.8,No,0.778723404255319,0.221276595744681
2080-SRCDE,Female,0,No,Yes,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,25.4,25.4,No,0.608695652173913,0.391304347826087
3488-PGMQJ,Male,1,No,No,8,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,Yes,74.5,606.55,Yes,0.31437125748503,0.68562874251497
7534-BFESC,Male,1,No,No,24,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,76.1,1712.7,Yes,0.575596816976127,0.424403183023873
1563-IWQEX,Female,0,No,No,12,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.7,220.35,No,0.778723404255319,0.221276595744681
0895-LMRSF,Male,0,No,No,23,DSL,No,No,No,No,Yes,Yes,Oneyear,Yes,64.9,1509.8,No,0.930451127819549,6.95488721804511e-02
8098-LLAZX,Female,1,No,No,4,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.45,396.1,Yes,0.31437125748503,0.68562874251497
3973-SKMLN,Male,0,No,No,71,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,19.9,1355.1,No,0.930451127819549,6.95488721804511e-02
9880-TDQAC,Female,0,Yes,Yes,72,DSL,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,60,4264,No,0.930451127819549,6.95488721804511e-02
8705-WZCYL,Male,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,44.8,44.8,No,0.324675324675325,0.675324675324675
8626-PTQGE,Male,0,No,No,69,DSL,Yes,Yes,No,Yes,Yes,Yes,Twoyear,Yes,60.05,4176.7,No,0.930451127819549,6.95488721804511e-02
5697-GOMBF,Female,1,Yes,Yes,28,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,35.9,973.65,No,0.778723404255319,0.221276595744681
2739-CACDQ,Female,1,No,No,17,Fiberoptic,No,No,Yes,No,No,No,Month-to-month,Yes,82.65,1470.05,No,0.575596816976127,0.424403183023873
0122-OAHPZ,Female,0,No,No,7,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,73.85,511.25,Yes,0.31437125748503,0.68562874251497
1343-EHPYB,Male,0,Yes,No,63,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,103.4,6603,Yes,0.575596816976127,0.424403183023873
0021-IKXGC,Female,1,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,72.1,72.1,No,0.31437125748503,0.68562874251497
2034-GDRCN,Female,0,No,No,2,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,90.4,168.2,Yes,0.31437125748503,0.68562874251497
9833-TGFHX,Male,0,Yes,Yes,42,Fiberoptic,Yes,No,No,No,Yes,Yes,Oneyear,No,97.1,4016.75,No,0.930451127819549,6.95488721804511e-02
0104-PPXDV,Male,0,Yes,No,58,DSL,No,No,Yes,No,No,No,Oneyear,No,50.3,2878.55,No,0.930451127819549,6.95488721804511e-02
3583-KRKMD,Male,0,No,No,18,Fiberoptic,No,No,No,Yes,No,No,Month-to-month,Yes,75.9,1373.05,No,0.575596816976127,0.424403183023873
9069-LGEUL,Male,0,Yes,No,23,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,59.95,1406,No,0.778723404255319,0.221276595744681
0259-GBZSH,Male,0,No,No,2,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,85.65,181.5,Yes,0.31437125748503,0.68562874251497
6158-HDPXZ,Male,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,25.35,25.35,No,0.324675324675325,0.675324675324675
9601-BRXPO,Female,0,Yes,No,25,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,104.95,2566.5,Yes,0.575596816976127,0.424403183023873
5651-CRHKQ,Female,0,Yes,No,41,Fiberoptic,No,Yes,Yes,Yes,No,No,Oneyear,Yes,86.2,3339.05,No,0.930451127819549,6.95488721804511e-02
8204-YJCLA,Male,1,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,64.8,4732.35,No,0.930451127819549,6.95488721804511e-02
5167-ZFFMM,Male,0,No,No,1,Fiberoptic,No,Yes,No,No,No,Yes,Month-to-month,Yes,90.85,90.85,Yes,0.31437125748503,0.68562874251497
0533-BNWKF,Female,1,Yes,No,55,Fiberoptic,No,Yes,Yes,No,No,No,Month-to-month,Yes,85.45,4874.7,Yes,0.575596816976127,0.424403183023873
5522-JBWMO,Male,0,No,Yes,1,DSL,No,No,No,No,No,No,Month-to-month,No,44,44,No,0.324675324675325,0.675324675324675
3597-MVHJT,Female,0,No,No,27,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.6,2595.25,No,0.575596816976127,0.424403183023873
9967-ATRFS,Female,0,No,No,19,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.9,367.55,No,0.778723404255319,0.221276595744681
2277-AXSDC,Female,0,No,No,32,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.75,624.15,No,0.930451127819549,6.95488721804511e-02
3067-SVMTC,Female,0,Yes,No,68,DSL,Yes,No,No,Yes,No,No,Oneyear,No,55.9,3848.8,No,0.930451127819549,6.95488721804511e-02
4800-VHZKI,Female,0,No,No,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,19.9,19.9,Yes,0.608695652173913,0.391304347826087
1996-DBMUS,Female,1,Yes,No,48,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,70.65,3545.05,No,0.575596816976127,0.424403183023873
5605-IYGFG,Female,0,No,No,7,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,69.85,515.45,No,0.31437125748503,0.68562874251497
7663-ZTEGJ,Male,0,No,Yes,29,Fiberoptic,No,Yes,Yes,Yes,No,Yes,Oneyear,No,100.55,2830.45,No,0.930451127819549,6.95488721804511e-02
2055-SIFSS,Female,1,Yes,No,55,DSL,No,No,No,No,No,No,Month-to-month,No,51.65,2838.55,No,0.778723404255319,0.221276595744681
7781-HVGMK,Female,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,65.2,4784.45,No,0.930451127819549,6.95488721804511e-02
6048-NJXHX,Male,0,Yes,No,41,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,19.75,899.45,No,0.930451127819549,6.95488721804511e-02
2320-SLKMB,Female,0,No,No,26,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,44.45,1183.8,No,0.778723404255319,0.221276595744681
0206-TBWLC,Female,0,Yes,No,54,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,114.65,6049.5,No,0.930451127819549,6.95488721804511e-02
7752-XUSCI,Female,0,No,No,60,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.9,6396.45,Yes,0.575596816976127,0.424403183023873
4110-PFEUZ,Female,0,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,69.55,69.55,Yes,0.31437125748503,0.68562874251497
5168-MSWXT,Male,0,Yes,Yes,8,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,94.75,759.55,No,0.31437125748503,0.68562874251497
1090-ESELR,Male,0,Yes,Yes,72,Fiberoptic,Yes,Yes,No,Yes,Yes,Yes,Twoyear,No,105.5,7611.55,No,0.930451127819549,6.95488721804511e-02
8592-PLTMQ,Female,0,No,No,64,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,24.7,1642.75,No,0.930451127819549,6.95488721804511e-02
5760-WRAHC,Female,1,No,No,22,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,69.75,1545.4,No,0.778723404255319,0.221276595744681
4785-FCIFB,Female,0,Yes,No,61,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.4,1417.9,No,0.930451127819549,6.95488721804511e-02
1452-VOQCH,Male,0,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,75.1,75.1,No,0.31437125748503,0.68562874251497
4719-UMSIY,Male,0,No,Yes,6,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.65,100.9,No,0.778723404255319,0.221276595744681
0880-TKATG,Male,0,Yes,Yes,4,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,No,101.15,385.9,Yes,0.31437125748503,0.68562874251497
9076-AXYIK,Male,1,Yes,No,64,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Twoyear,No,102.1,6538.45,No,0.930451127819549,6.95488721804511e-02
4640-UHDOS,Female,0,Yes,Yes,13,DSL,No,No,No,No,No,Yes,Month-to-month,No,55.95,734.35,Yes,0.778723404255319,0.221276595744681
4104-PVRPS,Male,0,Yes,No,24,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,53.6,1315.35,No,0.778723404255319,0.221276595744681
9399-APLBT,Female,0,Yes,Yes,1,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,Yes,74.7,74.7,Yes,0.31437125748503,0.68562874251497
0306-JAELE,Male,0,No,No,5,Fiberoptic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,96.1,453.4,Yes,0.31437125748503,0.68562874251497
0486-LGCCH,Male,0,Yes,Yes,11,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.65,225.75,No,0.930451127819549,6.95488721804511e-02
4612-SSVHJ,Female,1,No,No,20,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,81.45,1671.6,No,0.575596816976127,0.424403183023873
5168-MQQCA,Female,0,Yes,No,72,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,108.5,8003.8,No,0.930451127819549,6.95488721804511e-02
3649-JPUGY,Male,0,No,No,72,DSL,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,88.6,6201.95,No,0.930451127819549,6.95488721804511e-02
8372-JUXUI,Male,0,No,Yes,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,74.35,74.35,Yes,0.31437125748503,0.68562874251497
4134-BSXLX,Male,0,Yes,No,28,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,60.9,1785.65,No,0.778723404255319,0.221276595744681
