customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Score_Yes,Score_No
3606-TWKGI,Male,1,No,No,13,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,106.9,1364.3,Yes,0.772621528492139,0.227378471507861
7529-ZDFXI,Male,1,Yes,No,57,Fiberoptic,No,Yes,No,No,No,Yes,Month-to-month,Yes,89.85,4925.35,No,0.207154798607161,0.792845201392839
7605-BDWDC,Female,0,No,No,31,DSL,Yes,Yes,No,Yes,No,Yes,Twoyear,Yes,49.85,1520.1,No,9.87297228521556e-02,0.901270277147844
6292-TOSSS,Male,0,No,No,50,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.9,1195.25,No,0.121914316679175,0.878085683320825
4385-GZQXV,Female,1,No,No,16,Fiberoptic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,94.45,1511.2,Yes,0.613023549068278,0.386976450931722
6366-ZGQGL,Male,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,24.8,24.8,Yes,0.284792237059316,0.715207762940684
4716-HHKQH,Male,1,Yes,No,20,Fiberoptic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,107.05,2172.05,No,0.401488205464824,0.598511794535176
6432-TWQLB,Male,0,Yes,No,5,Fiberoptic,No,Yes,No,Yes,No,No,Month-to-month,Yes,85.4,401.1,Yes,0.568670611473479,0.431329388526521
4484-GLZOU,Female,0,Yes,No,52,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.05,5624.85,Yes,0.202898729718032,0.797101270281968
3179-GBRWV,Male,1,Yes,No,21,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,64.95,1339.8,No,0.209552342677225,0.790447657322775
2080-SRCDE,Female,0,No,Yes,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,25.4,25.4,No,0.174242460161959,0.825757539838041
3488-PGMQJ,Male,1,No,No,8,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,Yes,74.5,606.55,Yes,0.710671068763628,0.289328931236372
7534-BFESC,Male,1,No,No,24,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,76.1,1712.7,Yes,0.518475826408729,0.481524173591271
1563-IWQEX,Female,0,No,No,12,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.7,220.35,No,0.149327077077732,0.850672922922268
0895-LMRSF,Male,0,No,No,23,DSL,No,No,No,No,Yes,Yes,Oneyear,Yes,64.9,1509.8,No,0.191208400819936,0.808791599180064
8098-LLAZX,Female,1,No,No,4,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.45,396.1,Yes,0.894920929060332,0.105079070939668
3973-SKMLN,Male,0,No,No,71,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,19.9,1355.1,No,0.153915097814177,0.846084902185823
9880-TDQAC,Female,0,Yes,Yes,72,DSL,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,60,4264,No,0.142330430562309,0.857669569437691
8705-WZCYL,Male,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,44.8,44.8,No,0.388596921335182,0.611403078664818
8626-PTQGE,Male,0,No,No,69,DSL,Yes,Yes,No,Yes,Yes,Yes,Twoyear,Yes,60.05,4176.7,No,0.118936602112065,0.881063397887935
5697-GOMBF,Female,1,Yes,Yes,28,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,35.9,973.65,No,0.159369308203117,0.840630691796883
2739-CACDQ,Female,1,No,No,17,Fiberoptic,No,No,Yes,No,No,No,Month-to-month,Yes,82.65,1470.05,No,0.649386468130599,0.350613531869401
0122-OAHPZ,Female,0,No,No,7,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,73.85,511.25,Yes,0.73481663477005,0.26518336522995
1343-EHPYB,Male,0,Yes,No,63,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,103.4,6603,Yes,0.183752440286505,0.816247559713495
0021-IKXGC,Female,1,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,72.1,72.1,No,0.842144850933982,0.157855149066018
2034-GDRCN,Female,0,No,No,2,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,90.4,168.2,Yes,0.873430883346336,0.126569116653664
9833-TGFHX,Male,0,Yes,Yes,42,Fiberoptic,Yes,No,No,No,Yes,Yes,Oneyear,No,97.1,4016.75,No,0.146918201378049,0.853081798621951
0104-PPXDV,Male,0,Yes,No,58,DSL,No,No,Yes,No,No,No,Oneyear,No,50.3,2878.55,No,0.104229868730701,0.895770131269299
3583-KRKMD,Male,0,No,No,18,Fiberoptic,No,No,No,Yes,No,No,Month-to-month,Yes,75.9,1373.05,No,0.368344402232208,0.631655597767792
9069-LGEUL,Male,0,Yes,No,23,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,59.95,1406,No,0.152444740890462,0.847555259109538
0259-GBZSH,Male,0,No,No,2,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,85.65,181.5,Yes,0.839483386821503,0.160516613178497
6158-HDPXZ,Male,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,25.35,25.35,No,0.284938806535446,0.715061193464555
9601-BRXPO,Female,0,Yes,No,25,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,104.95,2566.5,Yes,0.411948139995302,0.588051860004698
5651-CRHKQ,Female,0,Yes,No,41,Fiberoptic,No,Yes,Yes,Yes,No,No,Oneyear,Yes,86.2,3339.05,No,0.14965494593948,0.85034505406052
8204-YJCLA,Male,1,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,64.8,4732.35,No,0.153184266097409,0.846815733902591
5167-ZFFMM,Male,0,No,No,1,Fiberoptic,No,Yes,No,No,No,Yes,Month-to-month,Yes,90.85,90.85,Yes,0.820425068677157,0.179574931322843
0533-BNWKF,Female,1,Yes,No,55,Fiberoptic,No,Yes,Yes,No,No,No,Month-to-month,Yes,85.45,4874.7,Yes,0.178801355891981,0.821198644108019
5522-JBWMO,Male,0,No,Yes,1,DSL,No,No,No,No,No,No,Month-to-month,No,44,44,No,0.2937555552219,0.7062444447781
3597-MVHJT,Female,0,No,No,27,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.6,2595.25,No,0.523780577997153,0.476219422002847
9967-ATRFS,Female,0,No,No,19,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.9,367.55,No,0.141098135438305,0.858901864561695
2277-AXSDC,Female,0,No,No,32,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.75,624.15,No,0.13741221017932,0.86258778982068
3067-SVMTC,Female,0,Yes,No,68,DSL,Yes,No,No,Yes,No,No,Oneyear,No,55.9,3848.8,No,0.134176586455182,0.865823413544818
4800-VHZKI,Female,0,No,No,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,19.9,19.9,Yes,0.16849765247831,0.83150234752169
1996-DBMUS,Female,1,Yes,No,48,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,70.65,3545.05,No,0.216399207125673,0.783600792874326
5605-IYGFG,Female,0,No,No,7,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,69.85,515.45,No,0.715926043132337,0.284073956867663
7663-ZTEGJ,Male,0,No,Yes,29,Fiberoptic,No,Yes,Yes,Yes,No,Yes,Oneyear,No,100.55,2830.45,No,0.141832453115931,0.858167546884069
2055-SIFSS,Female,1,Yes,No,55,DSL,No,No,No,No,No,No,Month-to-month,No,51.65,2838.55,No,0.117811976622506,0.882188023377494
7781-HVGMK,Female,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,65.2,4784.45,No,0.150503293491437,0.849496706508563
6048-NJXHX,Male,0,Yes,No,41,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,19.75,899.45,No,0.116484549425789,0.883515450574211
2320-SLKMB,Female,0,No,No,26,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,44.45,1183.8,No,0.132311773392227,0.867688226607773
0206-TBWLC,Female,0,Yes,No,54,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,114.65,6049.5,No,0.150570936505588,0.849429063494412
7752-XUSCI,Female,0,No,No,60,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.9,6396.45,Yes,0.182708321204488,0.817291678795512
4110-PFEUZ,Female,0,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,69.55,69.55,Yes,0.692298670446858,0.307701329553142
5168-MSWXT,Male,0,Yes,Yes,8,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,94.75,759.55,No,0.797058227586189,0.202941772413811
1090-ESELR,Male,0,Yes,Yes,72,Fiberoptic,Yes,Yes,No,Yes,Yes,Yes,Twoyear,No,105.5,7611.55,No,0.156510642132385,0.843489357867615
8592-PLTMQ,Female,0,No,No,64,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,24.7,1642.75,No,0.165079244526757,0.834920755473243
5760-WRAHC,Female,1,No,No,22,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,69.75,1545.4,No,0.186889918532374,0.813110081467626
4785-FCIFB,Female,0,Yes,No,61,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.4,1417.9,No,0.138968641193273,0.861031358806727
1452-VOQCH,Male,0,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,75.1,75.1,No,0.804350847815102,0.195649152184898
4719-UMSIY,Male,0,No,Yes,6,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.65,100.9,No,0.157725192259569,0.842274807740431
0880-TKATG,Male,0,Yes,Yes,4,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,No,101.15,385.9,Yes,0.773707340268577,0.226292659731423
9076-AXYIK,Male,1,Yes,No,64,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Twoyear,No,102.1,6538.45,No,0.133155252997305,0.866844747002695
4640-UHDOS,Female,0,Yes,Yes,13,DSL,No,No,No,No,No,Yes,Month-to-month,No,55.95,734.35,Yes,0.238026501356558,0.761973498643442
4104-PVRPS,Male,0,Yes,No,24,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,53.6,1315.35,No,7.45435166546838e-02,0.925456483345316
9399-APLBT,Female,0,Yes,Yes,1,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,Yes,74.7,74.7,Yes,0.694237773697749,0.305762226302251
0306-JAELE,Male,0,No,No,5,Fiberoptic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,96.1,453.4,Yes,0.693278551841604,0.306721448158396
0486-LGCCH,Male,0,Yes,Yes,11,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.65,225.75,No,0.140297143529355,0.859702856470645
4612-SSVHJ,Female,1,No,No,20,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,81.45,1671.6,No,0.668432702651481,0.331567297348519
5168-MQQCA,Female,0,Yes,No,72,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,108.5,8003.8,No,0.168329705246634,0.831670294753366
3649-JPUGY,Male,0,No,No,72,DSL,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,88.6,6201.95,No,0.126726692716198,0.873273307283802
8372-JUXUI,Male,0,No,Yes,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,74.35,74.35,Yes,0.781449444566738,0.218550555433262
4134-BSXLX,Male,0,Yes,No,28,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,60.9,1785.65,No,6.8004291719506e-02,0.931995708280494
4374-YMUSQ,Male,0,No,No,34,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Oneyear,No,116.25,3899.05,No,0.121464372147938,0.878535627852062
8981-FJGLA,Male,0,No,Yes,11,Fiberoptic,No,No,Yes,No,No,No,Month-to-month,Yes,78,851.8,No,0.647321894290267,0.352678105709733
